timestamp_local,food_name,label,temperature,humidity,mq2_ppm,mq3_ppm,mq4_ppm,mq135_ppm,mq136_ppm,mq137_ppm,co2
6/22/2026 21:51,Rice,Fresh,29.5,80.4,2580.2,67.7,650.5,120.8,78.6,118.8,855.0
6/22/2026 21:56,Rice,Fresh,29.4,80.6,2519.4,64.5,595.6,118.0,75.1,114.7,846.0
6/22/2026 22:01,Rice,Fresh,29.3,81.1,2498.9,62.9,564.5,117.3,73.9,111.8,880.0
6/22/2026 22:06,Rice,Fresh,29.1,83.9,2481.3,61.4,534.1,115.8,73.1,111.5,915.0
6/22/2026 22:11,Rice,Fresh,29.0,85.4,2464.8,60.2,520.1,115.0,72.2,110.7,899.0
6/22/2026 22:16,Rice,Fresh,28.9,85.8,2448.4,58.6,508.8,114.2,71.4,109.6,957.0
6/22/2026 22:21,Rice,Fresh,28.8,84.7,2433.0,58.3,511.4,115.0,70.8,108.9,892.0
6/22/2026 22:26,Rice,Fresh,28.7,84.4,2420.5,58.7,508.8,114.9,71.0,109.1,940.0
6/22/2026 22:31,Rice,Fresh,28.7,85.7,2425.6,58.8,505.1,114.6,71.5,110.1,964.0
6/22/2026 22:36,Rice,Fresh,28.7,87.0,2420.1,61.0,487.9,112.9,72.2,110.5,921.0
6/22/2026 22:41,Rice,Fresh,28.6,87.8,2419.4,61.8,477.7,113.0,73.3,111.4,911.0
6/22/2026 22:46,Rice,Fresh,28.6,88.5,2421.2,63.5,504.4,114.9,74.1,111.9,946.0
6/22/2026 22:51,Rice,Fresh,28.6,89.1,2432.2,61.9,494.1,114.2,73.9,111.8,929.0
6/22/2026 22:56,Rice,Fresh,28.6,89.5,2438.5,62.1,492.3,114.7,74.1,112.5,972.0
6/22/2026 23:01,Rice,Fresh,28.6,90.0,2419.8,62.0,498.2,114.3,74.0,112.2,917.0
6/22/2026 23:06,Rice,Fresh,28.6,90.3,2415.8,61.5,493.4,114.4,73.8,111.8,898.0
6/22/2026 23:11,Rice,Fresh,28.5,90.6,2420.1,62.0,491.2,113.4,74.1,112.1,957.0
6/22/2026 23:16,Rice,Fresh,28.5,90.9,2425.6,61.9,494.1,113.9,74.4,112.6,935.0
6/22/2026 23:21,Rice,Fresh,28.5,91.2,2396.7,61.0,488.3,112.5,74.0,111.5,940.0
6/22/2026 23:26,Rice,Fresh,28.5,91.5,2416.5,61.7,496.0,115.1,74.4,112.6,939.0
6/22/2026 23:31,Rice,Fresh,28.5,91.5,2413.2,61.6,507.0,114.6,74.0,112.3,971.0
6/22/2026 23:36,Rice,Fresh,28.5,91.7,2431.9,62.3,486.1,112.6,74.3,112.6,985.0
6/22/2026 23:41,Rice,Fresh,28.5,91.8,2433.7,62.0,488.3,113.6,74.7,112.7,972.0
6/22/2026 23:46,Rice,Fresh,28.5,92.2,2416.5,61.2,496.3,114.7,74.0,113.0,951.0
6/22/2026 23:51,Rice,Fresh,28.5,92.2,2427.8,62.4,497.4,113.7,74.8,113.6,962.0
6/22/2026 23:56,Rice,Fresh,28.5,92.3,2429.7,61.5,484.2,113.0,74.4,113.8,980.0
6/23/2026 0:01,Rice,Fresh,28.5,92.5,2430.8,61.2,488.3,112.7,73.8,113.7,948.0
6/23/2026 0:06,Rice,Fresh,28.5,92.6,2413.6,61.6,498.2,113.2,73.8,113.0,959.0
