timestamp_local,food_name,label,temperature,humidity,mq2_ppm,mq3_ppm,mq4_ppm,mq135_ppm,mq136_ppm,mq137_ppm,co2
2026-06-28 18:48:18,Rice,Fresh,30.4,78.9,1641.0,69.6,247.6,174.7,58.4,107.0,725.0
2026-06-28 18:53:34,Rice,Fresh,30.3,79.1,1755.7,80.9,301.8,171.6,60.9,128.5,730.0
2026-06-28 18:58:34,Rice,Fresh,30.3,83.3,1345.4,67.3,179.1,163.9,66.7,123.5,719.0
2026-06-28 19:03:34,Rice,Fresh,30.3,85.5,1605.9,70.8,113.6,160.0,66.1,122.1,727.0
2026-06-28 19:08:34,Rice,Fresh,30.3,86.6,1581.0,68.5,79.9,154.7,65.6,118.9,754.0
2026-06-28 19:13:34,Rice,Fresh,30.2,87.8,1583.9,68.5,75.8,122.5,58.9,111.6,767.0
2026-06-28 19:18:34,Rice,Fresh,30.1,88.4,1563.0,66.0,65.6,153.4,66.2,118.8,764.0
2026-06-28 19:23:34,Rice,Fresh,30.1,88.7,1570.7,68.3,94.9,155.3,67.1,119.5,768.0
2026-06-28 19:28:35,Rice,Fresh,30.0,89.1,1578.8,67.7,73.3,153.8,66.5,118.3,761.0
2026-06-28 19:33:34,Rice,Fresh,30.0,89.5,1548.4,63.8,27.5,151.6,65.7,117.2,758.0
2026-06-28 19:38:34,Rice,Fresh,30.0,89.9,1529.7,62.8,52.4,149.6,66.1,117.2,765.0
2026-06-28 19:43:34,Rice,Fresh,30.0,90.1,1779.5,73.2,290.5,175.5,70.9,125.0,760.0
2026-06-28 19:48:34,Rice,Fresh,29.9,90.4,1752.7,73.2,297.8,175.9,70.3,123.8,756.0
2026-06-28 19:53:38,Rice,Fresh,29.9,90.6,1637.4,70.5,256.4,177.2,71.3,124.5,759.0
2026-06-28 19:58:34,Rice,Fresh,29.9,90.9,1747.3,72.9,291.2,175.9,71.1,125.0,766.0
2026-06-28 20:03:34,Rice,Fresh,29.8,91.1,1627.8,68.3,179.9,162.8,69.2,121.1,769.0
2026-06-28 20:08:34,Rice,Fresh,29.8,91.3,1747.3,76.2,281.7,175.5,69.9,121.5,774.0
2026-06-28 20:13:34,Rice,Fresh,29.7,91.3,1727.8,75.2,277.7,175.2,71.7,124.7,776.0
2026-06-28 20:18:34,Rice,Fresh,29.7,91.4,1728.6,75.8,298.9,176.0,71.7,124.4,777.0
2026-06-28 20:23:34,Rice,Fresh,29.7,91.5,1747.3,77.5,289.7,176.8,73.1,125.1,778.0
2026-06-28 20:28:34,Rice,Fresh,29.7,91.5,1748.7,76.9,296.3,176.3,73.6,125.8,776.0
2026-06-28 20:33:34,Rice,Fresh,29.7,91.8,1739.2,75.6,305.1,176.8,72.3,124.4,776.0
2026-06-28 20:38:34,Rice,Fresh,29.6,91.8,1716.1,75.3,286.1,176.0,71.7,123.5,774.0
2026-06-28 20:43:35,Rice,Fresh,29.6,91.9,1716.5,73.3,298.9,176.4,71.3,123.3,781.0
2026-06-28 20:48:34,Rice,Fresh,29.5,92.0,1712.1,68.2,172.2,174.5,73.1,125.8,782.0
2026-06-28 20:53:34,Rice,Fresh,29.5,92.0,1734.1,75.4,306.2,178.4,73.6,127.1,785.0
2026-06-28 20:58:34,Rice,Fresh,29.5,92.1,1730.0,76.1,298.9,177.6,73.5,126.6,781.0
2026-06-28 21:03:35,Rice,Fresh,29.5,92.1,1739.2,76.4,307.7,179.7,74.3,123.6,785.0
2026-06-28 21:08:34,Rice,Fresh,29.5,92.2,1742.9,74.8,288.6,178.4,73.9,127.6,778.0
2026-06-28 21:13:34,Rice,Fresh,29.5,92.1,1727.8,74.3,286.4,178.4,73.5,126.7,776.0
2026-06-28 21:18:34,Rice,Fresh,29.5,92.3,1721.6,73.4,275.1,177.8,72.1,125.6,778.0
2026-06-28 21:23:34,Rice,Fresh,29.4,92.5,1710.6,73.5,277.3,177.2,71.4,123.8,778.0
2026-06-28 21:28:33,Rice,Fresh,29.4,92.6,1574.4,64.6,151.6,163.5,66.9,117.3,776.0
2026-06-28 21:33:34,Rice,Fresh,29.4,92.6,1706.6,72.1,274.4,174.4,69.1,120.7,774.0
2026-06-28 21:38:34,Rice,Fresh,29.4,92.7,1701.1,70.6,248.4,173.1,68.2,119.5,775.0
2026-06-28 21:43:33,Rice,Fresh,29.4,92.7,1700.0,68.5,108.8,161.8,67.5,118.7,770.0
2026-06-28 21:48:34,Rice,Fresh,29.5,93.0,1694.5,70.4,255.3,174.2,67.7,118.3,770.0
2026-06-28 21:53:34,Rice,Fresh,29.5,93.0,1731.9,69.8,280.2,173.1,66.9,114.9,765.0
2026-06-28 21:58:33,Rice,Fresh,29.5,93.1,1766.3,69.8,263.0,173.2,67.2,116.5,771.0
2026-06-28 22:03:33,Rice,Fresh,29.5,93.3,1731.5,69.1,268.1,173.0,67.0,118.6,769.0
2026-06-28 22:08:34,Rice,Fresh,29.5,93.4,2977.7,68.4,237.7,172.6,66.4,118.2,766.0
2026-06-28 22:13:34,Rice,Fresh,29.5,93.5,2616.8,70.1,238.8,173.0,66.5,121.3,766.0
2026-06-28 22:18:33,Rice,Fresh,29.5,93.6,1651.6,69.1,265.2,173.7,66.7,118.7,769.0
2026-06-28 22:23:34,Rice,Fresh,29.5,93.7,1554.6,69.8,270.0,172.7,66.8,117.6,769.0
2026-06-28 22:28:34,Rice,Fresh,29.5,93.7,1908.4,69.4,285.7,173.5,67.1,118.2,772.0
2026-06-28 22:33:34,Rice,Fresh,29.5,93.8,1652.7,68.9,307.0,173.7,66.9,119.9,769.0
2026-06-28 22:38:34,Rice,Fresh,29.5,93.9,1875.1,69.1,253.1,162.2,64.4,118.1,770.0
2026-06-28 22:43:34,Rice,Fresh,29.5,94.1,1653.8,68.6,282.4,174.7,66.9,116.2,766.0
2026-06-28 22:48:34,Rice,Fresh,29.5,94.1,1658.2,69.3,283.9,172.9,67.2,116.0,773.0
2026-06-28 22:53:34,Rice,Fresh,29.5,94.2,1665.2,69.3,297.4,175.8,68.0,119.3,775.0
2026-06-28 22:58:34,Rice,Fresh,29.4,94.2,1654.6,68.4,293.8,176.3,68.0,119.9,779.0
2026-06-28 23:03:33,Rice,Fresh,29.4,94.4,1663.4,70.0,277.7,177.1,68.4,124.2,801.0
